tweet_url,date,user_name,tweet_content,lang,is_user_verified,country,alpha_2_code,content,polarity,subjectivity,sentiment,neg,neu,pos,compound,punct,tokenized,nonstop,stemmed,year
https://twitter.com/KaplanLarry/status/1598089847301881856,2022-11-30,KaplanLarry,Evaluating your #Nonprofit’s #Online #Fundraising (1); You Should Plan a #Capital #Campaign in a Down #Economy (2); Prepare for Fewer #Grants In 2023 (3); Reimagining Grantmaking (4):  https://t.co/XH0okR7PqI https://t.co/BELAxzVhTq https://t.co/UE51nImeCT https://t.co/T7ZCY06JUs,en,False,United States,US,evaluating your  nonprofit s  online  fundraising  1   you should plan a  capital  campaign in a down  economy  2   prepare for fewer  grants in 2023  3   reimagining grantmaking  4           ,-0.1555555555555555,0.2888888888888889,positive,0.0,0.913,0.087,0.2263,evaluating your  nonprofit s  online  fundraising     you should plan a  capital  campaign in a down  economy     prepare for fewer  grants in      reimagining grantmaking             ,"['evaluating', 'your', 'nonprofit', 's', 'online', 'fundraising', 'you', 'should', 'plan', 'a', 'capital', 'campaign', 'in', 'a', 'down', 'economy', 'prepare', 'for', 'fewer', 'grants', 'in', 'reimagining', 'grantmaking', '']","['evaluating', 'nonprofit', 'online', 'fundraising', 'plan', 'capital', 'campaign', 'economy', 'prepare', 'fewer', 'grants', 'reimagining', 'grantmaking', '']","['evalu', 'nonprofit', 'onlin', 'fundrais', 'plan', 'capit', 'campaign', 'economi', 'prepar', 'fewer', 'grant', 'reimagin', 'grantmak', '']",2022
https://twitter.com/WilfanLeon/status/1298789327670046721,2020-08-27,WilfanLeon,"Number of small business open.

Double-dip recession?

Either way, this is not a V-shaped recovery.

#economy #stocks #investing #InvestingTips #Finance #Trading #Bitcoin #Crypto #DeFi #Blockchain #HODL #Gold #Silver #ChainLink #LINK #Fed #Markets #Elections #Trump #Biden https://t.co/byFuAZCElD",en,False,United States,US,number of small business open   double dip recession   either way  this is not a v shaped recovery    economy  stocks  investing  investingtips  finance  trading  bitcoin  crypto  defi  blockchain  hodl  gold  silver  chainlink  link  fed  markets  elections  trump  biden  ,-0.0833333333333333,0.3,negative,0.075,0.889,0.035,-0.3612,number of small business open   double dip recession   either way  this is not a v shaped recovery    economy  stocks  investing  investingtips  finance  trading  bitcoin  crypto  defi  blockchain  hodl  gold  silver  chainlink  link  fed  markets  elections  trump  biden  ,"['number', 'of', 'small', 'business', 'open', 'double', 'dip', 'recession', 'either', 'way', 'this', 'is', 'not', 'a', 'v', 'shaped', 'recovery', 'economy', 'stocks', 'investing', 'investingtips', 'finance', 'trading', 'bitcoin', 'crypto', 'defi', 'blockchain', 'hodl', 'gold', 'silver', 'chainlink', 'link', 'fed', 'markets', 'elections', 'trump', 'biden', '']","['number', 'small', 'business', 'open', 'double', 'dip', 'recession', 'either', 'way', 'v', 'shaped', 'recovery', 'economy', 'stocks', 'investing', 'investingtips', 'finance', 'trading', 'bitcoin', 'crypto', 'defi', 'blockchain', 'hodl', 'gold', 'silver', 'chainlink', 'link', 'fed', 'markets', 'elections', 'trump', 'biden', '']","['number', 'small', 'busi', 'open', 'doubl', 'dip', 'recess', 'either', 'way', 'v', 'shape', 'recoveri', 'economi', 'stock', 'invest', 'investingtip', 'financ', 'trade', 'bitcoin', 'crypto', 'defi', 'blockchain', 'hodl', 'gold', 'silver', 'chainlink', 'link', 'fed', 'market', 'elect', 'trump', 'biden', '']",2020
https://twitter.com/NJgreenbuilding/status/1442845557937086470,2021-09-28,NJgreenbuilding,"Promoting a #CircularEconomy, @USGBC #MidAtlantic and #NewEngland Regions: October 13, 10:30am EDT: https://t.co/DGsO296hJ7 @USGBCNewEngland @humanscale @C2Ccertified @LoopFund @TRUEcertified #greenbuilding #economy #resiliency #business #wellness #equity #health #healthybuilding https://t.co/ytJubdoIPh",en,False,United States,US,promoting a  circulareconomy     midatlantic and  newengland regions  october 13  10 30am edt               greenbuilding  economy  resiliency  business  wellness  equity  health  healthybuilding  ,0.0,0.0,positive,0.0,0.759,0.241,0.6597,promoting a  circulareconomy     midatlantic and  newengland regions  october    am edt               greenbuilding  economy  resiliency  business  wellness  equity  health  healthybuilding  ,"['promoting', 'a', 'circulareconomy', 'midatlantic', 'and', 'newengland', 'regions', 'october', 'am', 'edt', 'greenbuilding', 'economy', 'resiliency', 'business', 'wellness', 'equity', 'health', 'healthybuilding', '']","['promoting', 'circulareconomy', 'midatlantic', 'newengland', 'regions', 'october', 'edt', 'greenbuilding', 'economy', 'resiliency', 'business', 'wellness', 'equity', 'health', 'healthybuilding', '']","['promot', 'circulareconomi', 'midatlant', 'newengland', 'region', 'octob', 'edt', 'greenbuild', 'economi', 'resili', 'busi', 'well', 'equiti', 'health', 'healthybuild', '']",2021
https://twitter.com/SeekingAlpha/status/1584771537508667392,2022-10-25,SeekingAlpha,An Eventful Time For Event-Driven Investing. https://t.co/d0wlyrNxvj #economy #stocks #trading,en,False,United States,US,an eventful time for event driven investing     economy  stocks  trading,0.0,0.0,neutral,0.0,1.0,0.0,0.0,an eventful time for event driven investing     economy  stocks  trading,"['an', 'eventful', 'time', 'for', 'event', 'driven', 'investing', 'economy', 'stocks', 'trading']","['eventful', 'time', 'event', 'driven', 'investing', 'economy', 'stocks', 'trading']","['event', 'time', 'event', 'driven', 'invest', 'economi', 'stock', 'trade']",2022
https://twitter.com/portwingsnews/status/1165276409259945984,2019-08-24,portwingsnews,"#FIEO Welcomes Slew of Initiatives Announced by #Finance #Minister To Propel #Economy via @portwingsnews https://t.co/ScB9Yv3QAF
#Nirmala #Exports #Imports #India",en,False,India,IN, fieo welcomes slew of initiatives announced by  finance  minister to propel  economy via      nirmala  exports  imports  india,0.0,0.0,positive,0.0,0.856,0.144,0.4019, fieo welcomes slew of initiatives announced by  finance  minister to propel  economy via      nirmala  exports  imports  india,"['', 'fieo', 'welcomes', 'slew', 'of', 'initiatives', 'announced', 'by', 'finance', 'minister', 'to', 'propel', 'economy', 'via', 'nirmala', 'exports', 'imports', 'india']","['', 'fieo', 'welcomes', 'slew', 'initiatives', 'announced', 'finance', 'minister', 'propel', 'economy', 'via', 'nirmala', 'exports', 'imports', 'india']","['', 'fieo', 'welcom', 'slew', 'initi', 'announc', 'financ', 'minist', 'propel', 'economi', 'via', 'nirmala', 'export', 'import', 'india']",2019
https://twitter.com/DrTKSwift/status/1154745204420861955,2019-07-26,DrTKSwift,"Another way of looking at 2Q gains in the #economy - Growth was led by accelerating #services output followed by slowing gains in #goods output and negative contribution from structures. Although pace cooled in 2Q, economy is still relatively healthy. https://t.co/G894dPfU6f",en,False,United States,US,another way of looking at 2q gains in the  economy   growth was led by accelerating  services output followed by slowing gains in  goods output and negative contribution from structures  although pace cooled in 2q  economy is still relatively healthy   ,0.1,0.45,positive,0.077,0.711,0.211,0.6597,another way of looking at q gains in the  economy   growth was led by accelerating  services output followed by slowing gains in  goods output and negative contribution from structures  although pace cooled in q  economy is still relatively healthy   ,"['another', 'way', 'of', 'looking', 'at', 'q', 'gains', 'in', 'the', 'economy', 'growth', 'was', 'led', 'by', 'accelerating', 'services', 'output', 'followed', 'by', 'slowing', 'gains', 'in', 'goods', 'output', 'and', 'negative', 'contribution', 'from', 'structures', 'although', 'pace', 'cooled', 'in', 'q', 'economy', 'is', 'still', 'relatively', 'healthy', '']","['another', 'way', 'looking', 'q', 'gains', 'economy', 'growth', 'led', 'accelerating', 'services', 'output', 'followed', 'slowing', 'gains', 'goods', 'output', 'negative', 'contribution', 'structures', 'although', 'pace', 'cooled', 'q', 'economy', 'still', 'relatively', 'healthy', '']","['anoth', 'way', 'look', 'q', 'gain', 'economi', 'growth', 'led', 'acceler', 'servic', 'output', 'follow', 'slow', 'gain', 'good', 'output', 'neg', 'contribut', 'structur', 'although', 'pace', 'cool', 'q', 'economi', 'still', 'rel', 'healthi', '']",2019
https://twitter.com/brecordernews/status/1600745498914312195,2022-12-08,brecordernews,"A research paper published by Goldman Sachs on Tuesday projected Pakistan to be the sixth largest economy in the world by 2075 given “appropriate policies and institutions” are in place.

Read more: https://t.co/8jrHxDAklX

#GoldmanSachs #Pakistan #Economy https://t.co/XvahhTzECR",en,True,Pakistan,PK,a research paper published by goldman sachs on tuesday projected pakistan to be the sixth largest economy in the world by 2075 given  appropriate policies and institutions  are in place   read more      goldmansachs  pakistan  economy  ,0.5,0.5,neutral,0.0,1.0,0.0,0.0,a research paper published by goldman sachs on tuesday projected pakistan to be the sixth largest economy in the world by  given  appropriate policies and institutions  are in place   read more      goldmansachs  pakistan  economy  ,"['a', 'research', 'paper', 'published', 'by', 'goldman', 'sachs', 'on', 'tuesday', 'projected', 'pakistan', 'to', 'be', 'the', 'sixth', 'largest', 'economy', 'in', 'the', 'world', 'by', 'given', 'appropriate', 'policies', 'and', 'institutions', 'are', 'in', 'place', 'read', 'more', 'goldmansachs', 'pakistan', 'economy', '']","['research', 'paper', 'published', 'goldman', 'sachs', 'tuesday', 'projected', 'pakistan', 'sixth', 'largest', 'economy', 'world', 'given', 'appropriate', 'policies', 'institutions', 'place', 'read', 'goldmansachs', 'pakistan', 'economy', '']","['research', 'paper', 'publish', 'goldman', 'sach', 'tuesday', 'project', 'pakistan', 'sixth', 'largest', 'economi', 'world', 'given', 'appropri', 'polici', 'institut', 'place', 'read', 'goldmansach', 'pakistan', 'economi', '']",2022
https://twitter.com/OptimumAmerica/status/1064329926717960192,2018-11-19,OptimumAmerica,Income Inequality outside the box - via @smedian_network #Economics #Imf #Politics #Economy #Business https://t.co/blbt21NK7E,en,False,United States,US,income inequality outside the box   via   network  economics  imf  politics  economy  business  ,0.0,0.05,neutral,0.0,1.0,0.0,0.0,income inequality outside the box   via   network  economics  imf  politics  economy  business  ,"['income', 'inequality', 'outside', 'the', 'box', 'via', 'network', 'economics', 'imf', 'politics', 'economy', 'business', '']","['income', 'inequality', 'outside', 'box', 'via', 'network', 'economics', 'imf', 'politics', 'economy', 'business', '']","['incom', 'inequ', 'outsid', 'box', 'via', 'network', 'econom', 'imf', 'polit', 'economi', 'busi', '']",2018
https://twitter.com/FYIND_COM/status/1604715527901184000,2022-12-19,FYIND_COM,"SMEs contribute almost 90% of GDP to any global economy - https://t.co/JHc5O6yTSt

#SMEs #uae #global #economy",en,False,United Arab Emirates,AE,smes contribute almost 90  of gdp to any global economy       smes  uae  global  economy,0.0,0.0,neutral,0.0,1.0,0.0,0.0,smes contribute almost   of gdp to any global economy       smes  uae  global  economy,"['smes', 'contribute', 'almost', 'of', 'gdp', 'to', 'any', 'global', 'economy', 'smes', 'uae', 'global', 'economy']","['smes', 'contribute', 'almost', 'gdp', 'global', 'economy', 'smes', 'uae', 'global', 'economy']","['sme', 'contribut', 'almost', 'gdp', 'global', 'economi', 'sme', 'uae', 'global', 'economi']",2022
https://twitter.com/KentuckTravels/status/1401141887734587392,2021-06-05,KentuckTravels,railroad tracks and a coal tipple in eastern Kentucky.. #kentucky #travels #railroad #kentuckytravels #railway #theappalachianlife #life #appalachian #coal #mine #coalmine #blackgold #tipple #energy #economy #jobs #mountains #mountain #train #tracks #traintracks https://t.co/2oue9E5O4i,en,False,United States,US,railroad tracks and a coal tipple in eastern kentucky    kentucky  travels  railroad  kentuckytravels  railway  theappalachianlife  life  appalachian  coal  mine  coalmine  blackgold  tipple  energy  economy  jobs  mountains  mountain  train  tracks  traintracks  ,0.0,0.0,positive,0.0,0.93,0.07,0.2732,railroad tracks and a coal tipple in eastern kentucky    kentucky  travels  railroad  kentuckytravels  railway  theappalachianlife  life  appalachian  coal  mine  coalmine  blackgold  tipple  energy  economy  jobs  mountains  mountain  train  tracks  traintracks  ,"['railroad', 'tracks', 'and', 'a', 'coal', 'tipple', 'in', 'eastern', 'kentucky', 'kentucky', 'travels', 'railroad', 'kentuckytravels', 'railway', 'theappalachianlife', 'life', 'appalachian', 'coal', 'mine', 'coalmine', 'blackgold', 'tipple', 'energy', 'economy', 'jobs', 'mountains', 'mountain', 'train', 'tracks', 'traintracks', '']","['railroad', 'tracks', 'coal', 'tipple', 'eastern', 'kentucky', 'kentucky', 'travels', 'railroad', 'kentuckytravels', 'railway', 'theappalachianlife', 'life', 'appalachian', 'coal', 'mine', 'coalmine', 'blackgold', 'tipple', 'energy', 'economy', 'jobs', 'mountains', 'mountain', 'train', 'tracks', 'traintracks', '']","['railroad', 'track', 'coal', 'tippl', 'eastern', 'kentucki', 'kentucki', 'travel', 'railroad', 'kentuckytravel', 'railway', 'theappalachianlif', 'life', 'appalachian', 'coal', 'mine', 'coalmin', 'blackgold', 'tippl', 'energi', 'economi', 'job', 'mountain', 'mountain', 'train', 'track', 'traintrack', '']",2021
https://twitter.com/soncabral/status/1622188308724842498,2023-02-05,soncabral,The Economist #newspaper #economy #news https://t.co/N3Bq4RpfKu,en,False,Portugal,PT,the economist  newspaper  economy  news  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,the economist  newspaper  economy  news  ,"['the', 'economist', 'newspaper', 'economy', 'news', '']","['economist', 'newspaper', 'economy', 'news', '']","['economist', 'newspap', 'economi', 'news', '']",2023
https://twitter.com/ChuckDalldorf/status/1205531335747489792,2019-12-13,ChuckDalldorf,"German business leaders welcome clear UK election outcome via @dwnews 
https://t.co/mg1JRDGiBu 
#Brexit #UK #EU #Scotland #NI #Wales #England #Ireland #politics #voters #workers #economy #trade #finance #markets #investors #PoliticalParties",en,False,United States,US,german business leaders welcome clear uk election outcome via        brexit  uk  eu  scotland  ni  wales  england  ireland  politics  voters  workers  economy  trade  finance  markets  investors  politicalparties,0.3,0.4277777777777777,positive,0.0,0.811,0.189,0.6808,german business leaders welcome clear uk election outcome via        brexit  uk  eu  scotland  ni  wales  england  ireland  politics  voters  workers  economy  trade  finance  markets  investors  politicalparties,"['german', 'business', 'leaders', 'welcome', 'clear', 'uk', 'election', 'outcome', 'via', 'brexit', 'uk', 'eu', 'scotland', 'ni', 'wales', 'england', 'ireland', 'politics', 'voters', 'workers', 'economy', 'trade', 'finance', 'markets', 'investors', 'politicalparties']","['german', 'business', 'leaders', 'welcome', 'clear', 'uk', 'election', 'outcome', 'via', 'brexit', 'uk', 'eu', 'scotland', 'ni', 'wales', 'england', 'ireland', 'politics', 'voters', 'workers', 'economy', 'trade', 'finance', 'markets', 'investors', 'politicalparties']","['german', 'busi', 'leader', 'welcom', 'clear', 'uk', 'elect', 'outcom', 'via', 'brexit', 'uk', 'eu', 'scotland', 'ni', 'wale', 'england', 'ireland', 'polit', 'voter', 'worker', 'economi', 'trade', 'financ', 'market', 'investor', 'politicalparti']",2019
https://twitter.com/Shulab/status/1433324673438265347,2021-09-02,Shulab,"#Banking: “Former Wells Fargo execs, OCC set to square off at fake-accounts trial.” #Economy #Banks #Money #business #market #News https://t.co/XktiiXqJth",en,False,Germany,DE, banking   former wells fargo execs  occ set to square off at fake accounts trial    economy  banks  money  business  market  news  ,-0.25,0.5,negative,0.134,0.779,0.087,-0.2732, banking   former wells fargo execs  occ set to square off at fake accounts trial    economy  banks  money  business  market  news  ,"['', 'banking', 'former', 'wells', 'fargo', 'execs', 'occ', 'set', 'to', 'square', 'off', 'at', 'fake', 'accounts', 'trial', 'economy', 'banks', 'money', 'business', 'market', 'news', '']","['', 'banking', 'former', 'wells', 'fargo', 'execs', 'occ', 'set', 'square', 'fake', 'accounts', 'trial', 'economy', 'banks', 'money', 'business', 'market', 'news', '']","['', 'bank', 'former', 'well', 'fargo', 'exec', 'occ', 'set', 'squar', 'fake', 'account', 'trial', 'economi', 'bank', 'money', 'busi', 'market', 'news', '']",2021
https://twitter.com/PropertyJourn/status/1329655506894467072,2020-11-20,PropertyJourn,Agencies should review banking and payments - PropTech chief https://t.co/cCFFlCRJsT #Banking #Finance #economy #economics #COVID19,en,False,United Kingdom,GB,agencies should review banking and payments   proptech chief    banking  finance  economy  economics  covid19,0.0,0.0,neutral,0.0,1.0,0.0,0.0,agencies should review banking and payments   proptech chief    banking  finance  economy  economics  covid,"['agencies', 'should', 'review', 'banking', 'and', 'payments', 'proptech', 'chief', 'banking', 'finance', 'economy', 'economics', 'covid']","['agencies', 'review', 'banking', 'payments', 'proptech', 'chief', 'banking', 'finance', 'economy', 'economics', 'covid']","['agenc', 'review', 'bank', 'payment', 'proptech', 'chief', 'bank', 'financ', 'economi', 'econom', 'covid']",2020
https://twitter.com/MaryAsanga/status/1428560077288509450,2021-08-20,MaryAsanga,#Angola's #crudeoil #exports reach US$6.73B - #africa #petroleum #economy https://t.co/HcXrYeEAEa,en,False,Nigeria,NG, angola s  crudeoil  exports reach us 6 73b    africa  petroleum  economy  ,0.0,0.0,positive,0.0,0.879,0.121,0.0258, angola s  crudeoil  exports reach us  b    africa  petroleum  economy  ,"['', 'angola', 's', 'crudeoil', 'exports', 'reach', 'us', 'b', 'africa', 'petroleum', 'economy', '']","['', 'angola', 'crudeoil', 'exports', 'reach', 'us', 'b', 'africa', 'petroleum', 'economy', '']","['', 'angola', 'crudeoil', 'export', 'reach', 'us', 'b', 'africa', 'petroleum', 'economi', '']",2021
https://twitter.com/MarketZig/status/1296608700833177602,2020-08-21,MarketZig,"#Stock #stocks #StockMarket #stockmarkets #economy #Finances #financialservices #FederalReserve #WallStreet
If the total market cap in 2021 is at the same level as it is today, the GDP in 2021 would have to climb to 34 trillion to be at 100%. THIS IS NEVER HAPPENING!!!",en,False,United States,US, stock  stocks  stockmarket  stockmarkets  economy  finances  financialservices  federalreserve  wallstreet if the total market cap in 2021 is at the same level as it is today  the gdp in 2021 would have to climb to 34 trillion to be at 100   this is never happening   ,0.0,0.4375,neutral,0.0,1.0,0.0,0.0, stock  stocks  stockmarket  stockmarkets  economy  finances  financialservices  federalreserve  wallstreet if the total market cap in  is at the same level as it is today  the gdp in  would have to climb to  trillion to be at    this is never happening   ,"['', 'stock', 'stocks', 'stockmarket', 'stockmarkets', 'economy', 'finances', 'financialservices', 'federalreserve', 'wallstreet', 'if', 'the', 'total', 'market', 'cap', 'in', 'is', 'at', 'the', 'same', 'level', 'as', 'it', 'is', 'today', 'the', 'gdp', 'in', 'would', 'have', 'to', 'climb', 'to', 'trillion', 'to', 'be', 'at', 'this', 'is', 'never', 'happening', '']","['', 'stock', 'stocks', 'stockmarket', 'stockmarkets', 'economy', 'finances', 'financialservices', 'federalreserve', 'wallstreet', 'total', 'market', 'cap', 'level', 'today', 'gdp', 'would', 'climb', 'trillion', 'never', 'happening', '']","['', 'stock', 'stock', 'stockmarket', 'stockmarket', 'economi', 'financ', 'financialservic', 'federalreserv', 'wallstreet', 'total', 'market', 'cap', 'level', 'today', 'gdp', 'would', 'climb', 'trillion', 'never', 'happen', '']",2020
https://twitter.com/lindanewmai/status/1492023886493663233,2022-02-11,lindanewmai,"India among top 5 economies for ease of starting new business: Survey 

#economy 
#EconomicSurvey 
#EconomicSurvey2022 
#NewIndia 
 https://t.co/vl5YGr05S2

via NaMo App https://t.co/bnWTS7Yt0N",en,False,India,IN,india among top 5 economies for ease of starting new business  survey    economy   economicsurvey   economicsurvey2022   newindia      via namo app  ,0.2121212121212121,0.3515151515151515,positive,0.0,0.788,0.212,0.5106,india among top  economies for ease of starting new business  survey    economy   economicsurvey   economicsurvey   newindia      via namo app  ,"['india', 'among', 'top', 'economies', 'for', 'ease', 'of', 'starting', 'new', 'business', 'survey', 'economy', 'economicsurvey', 'economicsurvey', 'newindia', 'via', 'namo', 'app', '']","['india', 'among', 'top', 'economies', 'ease', 'starting', 'new', 'business', 'survey', 'economy', 'economicsurvey', 'economicsurvey', 'newindia', 'via', 'namo', 'app', '']","['india', 'among', 'top', 'economi', 'eas', 'start', 'new', 'busi', 'survey', 'economi', 'economicsurvey', 'economicsurvey', 'newindia', 'via', 'namo', 'app', '']",2022
https://twitter.com/web3africa1/status/1616107250971467778,2023-01-19,web3africa1,"#Markets 

🌍Economic challenges in 2022 have improved, leading to increased business and financial institution involvement in crypto. 

🚀Bitcoin currently trading above $20,000, a positive change in the first month of the year.

#BTC #crypto #economy

https://t.co/wM0AsGixAc",en,False,Africa,, markets    economic challenges in 2022 have improved  leading to increased business and financial institution involvement in crypto     bitcoin currently trading above  20 000  a positive change in the first month of the year    btc  crypto  economy   ,0.1128787878787878,0.2631313131313131,positive,0.0,0.754,0.246,0.8442, markets    economic challenges in  have improved  leading to increased business and financial institution involvement in crypto     bitcoin currently trading above     a positive change in the first month of the year    btc  crypto  economy   ,"['', 'markets', 'economic', 'challenges', 'in', 'have', 'improved', 'leading', 'to', 'increased', 'business', 'and', 'financial', 'institution', 'involvement', 'in', 'crypto', 'bitcoin', 'currently', 'trading', 'above', 'a', 'positive', 'change', 'in', 'the', 'first', 'month', 'of', 'the', 'year', 'btc', 'crypto', 'economy', '']","['', 'markets', 'economic', 'challenges', 'improved', 'leading', 'increased', 'business', 'financial', 'institution', 'involvement', 'crypto', 'bitcoin', 'currently', 'trading', 'positive', 'change', 'first', 'month', 'year', 'btc', 'crypto', 'economy', '']","['', 'market', 'econom', 'challeng', 'improv', 'lead', 'increas', 'busi', 'financi', 'institut', 'involv', 'crypto', 'bitcoin', 'current', 'trade', 'posit', 'chang', 'first', 'month', 'year', 'btc', 'crypto', 'economi', '']",2023
https://twitter.com/QContrarian/status/1200429765703942144,2019-11-29,QContrarian,"Chart showing the percentage of GDP growth that the US consumer represents. Clearly explains why the global and US manufacturing recessions are not having impact on US #economy. But when the #EconomicSlowdown spills into retail, be ready for pain
#stocks #investing #bonds #retail",en,False,United States,US,chart showing the percentage of gdp growth that the us consumer represents  clearly explains why the global and us manufacturing recessions are not having impact on us  economy  but when the  economicslowdown spills into retail  be ready for pain  stocks  investing  bonds  retail,0.1,0.2944444444444444,positive,0.088,0.775,0.137,0.1154,chart showing the percentage of gdp growth that the us consumer represents  clearly explains why the global and us manufacturing recessions are not having impact on us  economy  but when the  economicslowdown spills into retail  be ready for pain  stocks  investing  bonds  retail,"['chart', 'showing', 'the', 'percentage', 'of', 'gdp', 'growth', 'that', 'the', 'us', 'consumer', 'represents', 'clearly', 'explains', 'why', 'the', 'global', 'and', 'us', 'manufacturing', 'recessions', 'are', 'not', 'having', 'impact', 'on', 'us', 'economy', 'but', 'when', 'the', 'economicslowdown', 'spills', 'into', 'retail', 'be', 'ready', 'for', 'pain', 'stocks', 'investing', 'bonds', 'retail']","['chart', 'showing', 'percentage', 'gdp', 'growth', 'us', 'consumer', 'represents', 'clearly', 'explains', 'global', 'us', 'manufacturing', 'recessions', 'impact', 'us', 'economy', 'economicslowdown', 'spills', 'retail', 'ready', 'pain', 'stocks', 'investing', 'bonds', 'retail']","['chart', 'show', 'percentag', 'gdp', 'growth', 'us', 'consum', 'repres', 'clearli', 'explain', 'global', 'us', 'manufactur', 'recess', 'impact', 'us', 'economi', 'economicslowdown', 'spill', 'retail', 'readi', 'pain', 'stock', 'invest', 'bond', 'retail']",2019
https://twitter.com/NewsColiseu/status/1590815547968860161,2022-11-10,NewsColiseu,"WeWork said on Thursday it will exit about 40 locations across the United States and forecast current-quarter revenue below estimates as the flexible workspace provider faces high expenses and a strong U.S. dollar.
https://t.co/27RSeBhjIn 📰🗞️🔥
#wework 
#economy 
#Dollar 
#news",en,False,Brazil,BR,wework said on thursday it will exit about 40 locations across the united states and forecast current quarter revenue below estimates as the flexible workspace provider faces high expenses and a strong u s  dollar          wework   economy   dollar   news,0.1977777777777777,0.5577777777777778,positive,0.0,0.805,0.195,0.7906,wework said on thursday it will exit about  locations across the united states and forecast current quarter revenue below estimates as the flexible workspace provider faces high expenses and a strong u s  dollar          wework   economy   dollar   news,"['wework', 'said', 'on', 'thursday', 'it', 'will', 'exit', 'about', 'locations', 'across', 'the', 'united', 'states', 'and', 'forecast', 'current', 'quarter', 'revenue', 'below', 'estimates', 'as', 'the', 'flexible', 'workspace', 'provider', 'faces', 'high', 'expenses', 'and', 'a', 'strong', 'u', 's', 'dollar', 'wework', 'economy', 'dollar', 'news']","['wework', 'said', 'thursday', 'exit', 'locations', 'across', 'united', 'states', 'forecast', 'current', 'quarter', 'revenue', 'estimates', 'flexible', 'workspace', 'provider', 'faces', 'high', 'expenses', 'strong', 'u', 'dollar', 'wework', 'economy', 'dollar', 'news']","['wework', 'said', 'thursday', 'exit', 'locat', 'across', 'unit', 'state', 'forecast', 'current', 'quarter', 'revenu', 'estim', 'flexibl', 'workspac', 'provid', 'face', 'high', 'expens', 'strong', 'u', 'dollar', 'wework', 'economi', 'dollar', 'news']",2022
https://twitter.com/CityAM/status/1422932235192311811,2021-08-04,CityAM,"The “pingdemic” has hit activity in the UK services industry as firms struggle to ramp up supply to cope with soaring demand amid severe worker shortages.
https://t.co/tyLL9IFm52
#PMIs #economy #covidrecovery #services #London #pingdemic",en,True,United Kingdom,GB,the  pingdemic  has hit activity in the uk services industry as firms struggle to ramp up supply to cope with soaring demand amid severe worker shortages     pmis  economy  covidrecovery  services  london  pingdemic,0.0,0.0,negative,0.222,0.778,0.0,-0.7184,the  pingdemic  has hit activity in the uk services industry as firms struggle to ramp up supply to cope with soaring demand amid severe worker shortages     pmis  economy  covidrecovery  services  london  pingdemic,"['the', 'pingdemic', 'has', 'hit', 'activity', 'in', 'the', 'uk', 'services', 'industry', 'as', 'firms', 'struggle', 'to', 'ramp', 'up', 'supply', 'to', 'cope', 'with', 'soaring', 'demand', 'amid', 'severe', 'worker', 'shortages', 'pmis', 'economy', 'covidrecovery', 'services', 'london', 'pingdemic']","['pingdemic', 'hit', 'activity', 'uk', 'services', 'industry', 'firms', 'struggle', 'ramp', 'supply', 'cope', 'soaring', 'demand', 'amid', 'severe', 'worker', 'shortages', 'pmis', 'economy', 'covidrecovery', 'services', 'london', 'pingdemic']","['pingdem', 'hit', 'activ', 'uk', 'servic', 'industri', 'firm', 'struggl', 'ramp', 'suppli', 'cope', 'soar', 'demand', 'amid', 'sever', 'worker', 'shortag', 'pmi', 'economi', 'covidrecoveri', 'servic', 'london', 'pingdem']",2021
https://twitter.com/AlphaTribune/status/923610083807911936,2017-10-26,AlphaTribune,Dovish Taper with No Tantrum: Patience and Persistence https://t.co/u62KeQbqId #market #economy,en,False,United States,US,dovish taper with no tantrum  patience and persistence    market  economy,0.0,0.0,negative,0.385,0.615,0.0,-0.6124,dovish taper with no tantrum  patience and persistence    market  economy,"['dovish', 'taper', 'with', 'no', 'tantrum', 'patience', 'and', 'persistence', 'market', 'economy']","['dovish', 'taper', 'tantrum', 'patience', 'persistence', 'market', 'economy']","['dovish', 'taper', 'tantrum', 'patienc', 'persist', 'market', 'economi']",2017
https://twitter.com/QNAEnglish/status/1620767936054005761,2023-02-01,QNAEnglish,Hamad International Airport Launches Next Gen Wi-Fi Service. #QNA #Economy https://t.co/92l8IoPfx1 https://t.co/7nfoHQhrkJ,en,True,Qatar,QA,hamad international airport launches next gen wi fi service   qna  economy    ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,hamad international airport launches next gen wi fi service   qna  economy    ,"['hamad', 'international', 'airport', 'launches', 'next', 'gen', 'wi', 'fi', 'service', 'qna', 'economy', '']","['hamad', 'international', 'airport', 'launches', 'next', 'gen', 'wi', 'fi', 'service', 'qna', 'economy', '']","['hamad', 'intern', 'airport', 'launch', 'next', 'gen', 'wi', 'fi', 'servic', 'qna', 'economi', '']",2023
